product url,product name,product price,rating,number of reviews,asin,description,manufacturer,product description
https://www.amazon.in//Capriff-Waterproof-Backpack-adjustable-Compartment/dp/B09V5F5TV9/ref=sr_1_34?keywords=bags&qid=1653393329&sr=8-34,Capriff 35 L Casual Waterproof Laptop Bag/Backpack for Men Boys & Girls For Office School College Teens & Students with Rain Cover With adjustable Strap With 2 Compartment  ,719,3.9,24,B09V5F5TV9,"It is sample in look but is very comfortable and it of high quality || ALL MATERIAL USED ARE MADE IN INDIA || Can be used as a laptop bag , school bag , casual backpack , college bag , backpack , bags , bagpack etcCapacity: 35Litres; Quality: best quality as it is perfectly designed and made from high quality lightweight nylon and double dotted waterproof polyester.This backpack is made to used for boys, girls, men, women and kids. This bag is very good for boys and girls of age because it has enough space to carry all books and accessories and it is very comfortable and stylish.Two Main Compartment And One Extra Compartment Offers Space For Magazines, Notepad,Other Laptop Accessories, Stationery items || Eco-friendly, Durable, Lightweight, Flexible And Star Water-Resistant Material Helps To Keep The Interior Dry with a high quality material that keep Dust away.",Shaba Bags plot no. 35 to 40 agr nagar prem nagar phase 3,"Teal in color so that it does not catch dust easily || A SECRET POCKET at bottom || Designed For Comfort- back padded and padded strap for more comfort || made from heavy quality nylon and polyester || best quality zip and chain used || It is fully waterproof to protect your books laptop from rain || best quality material used to design its inside structure || a fully paddded laptop sleeve that fit to all sizes and companies of laptop like HP , Dell , Asus , Lenovo , mi etc"
https://www.amazon.in//Genie-Iridescence-Multicolor-Backpack-Resistant/dp/B084VQLJL8/ref=sr_1_35?keywords=bags&qid=1653393329&sr=8-35,"Genie Iridescence 27 Litres Multicolor School Backpack (17 inch, Water resistant)  ",838,4.3,792,B084VQLJL8,"Outer Material: Nylon, Color: Multi-ColorWater resistant, Warranty type: Manufacturer; 1 year manufacturer warranty is non-transferable and valid for 1 year from the original date of purchaseCapacity: 27 liters; Weight: 440 grams; Dimensions: 12 inches x 8 inches x 17 inches (LxWxH), Laptop Compatibility: NoNumber of compartments: 3 Spacious compartment to keep your essentials like textbooks, stationary, lunchbox etc. It can accommodate upto 12-14 notebook/textbookOne Side Pocket: The backpack provides 1 exterior full fabric side pocket for holding water bottle, clipping pens or pencil or storing other itemsMulti Level Organizer: Reduce clutter and organize your school essentials with the multi-level organizerErgonomic Straps: There is padded back mesh and ergonomic straps that gives extra spine and shoulder support and helps in minimizing the load after carrying the bag through a busy day at campusEASY GRAB PADDED HANDLE for added comfort and convenience to hold the bagOuter Material : Nylon Twill, Colour : Multicolour. The backpack is LIGHT WEIGHT yet strong enough to hold your school supplies. The superior quality NYLON TWILL material lends a beautiful shine and soft feel to the backpack.",Safari,Nothing achieves the classic vintage look more than a checkerboard backpack. Genie iridescence marries that with swirly unicorn colors and prism like effects to make it look futuristic. This backpack is perfect for you if you are unapologetically yourself and aren't afraid to make bold fashion choices.
https://www.amazon.in//ZIPLINE-Polyester-Backpack-Children-Daypack/dp/B07XVMR33Q/ref=sr_1_36?keywords=bags&qid=1653393329&sr=8-36,ZIPLINE Unisex Casual Polyester 36 L Backpack School Bag Women Men Boys Girls Children Daypack College Bag Book School Sports Bag Weekend Bag  ,798,4.1,1807,B07XVMR33Q,,,
https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A0910309BEHVLPWI1AK6&url=%2FStrabo-Business-Backpack-Resistant-Warranty%2Fdp%2FB09V5F12JW%2Fref%3Dsr_1_37_sspa%3Fkeywords%3Dbags%26qid%3D1653393329%26sr%3D8-37-spons%26psc%3D1%26smid%3DA2RYUDPXWQUWC3&qualifier=1653393329&id=8328425875292981&widgetName=sp_btf,Strabo Nexa 32 L Laptop Office/School/Travel/Business Backpack Water Resistant /Fits Up to 15.6 Inch Laptop with 1 Year Warranty  ,799,5.0,8,B09V5F12JW,"High Quality, Durable and Water Repellant FabricMesh pockets on both sides to accommodate your water bottle and umbrellaFront storage pocket keeps smaller items neatly organized and easy to accessEasy To Access Side Pocket,Top Grab HandleTwo spacious compartments with padded protective pouch for a 15 inch Laptop + Organizer",Strabo,"Strabo Nexa is a classy Backpack, ergonomically designed for all ages, genders and purposes which houses everything in two large compartments & one exterior pocket.This backpack is especially designed for today's fast paced world,where everything should be compact and lightweight. This backpack is perfect for everyday usage such as college, school, tuitions, or short holiday trips."
https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A05700161QOP8RM3RQ0OF&url=%2FLeather-Villa-Laptop-Backpack-Color%2Fdp%2FB093LXR7TG%2Fref%3Dsr_1_38_sspa%3Fkeywords%3Dbags%26qid%3D1653393329%26sr%3D8-38-spons%26psc%3D1&qualifier=1653393329&id=8328425875292981&widgetName=sp_btf,Leather Villa Leather Laptop Backpack Bag for Men Color (Croc Brown)  ,3999,4.8,25,B093LXR7TG,"-100% GENUINE LEATHER: LV Casual Backpack is made of leather which looks even better with age | It is perfect for any Business profile and give us a classic look. It contains 3 main Compartment and 4 inner pockets for storage of documents, 3 pen holder pockets, Dual pockets for storage of your mobile and calculator and a separate visiting or credit card pocket that can hold multiple cards | Includes a full organizer and a file pocket Easy to find what you want.-SIZE (HxLxW): approximately 18x12x6 inch (perfect for documents, laptop / notebook/ iPad) Compatible Laptop Size: Up to 15.6"" InchesInner Mesh Pockets For Mobile/Pen/Calculator/Laptop Sleeve & Carry Case/Credit & Visa Card Case etc.PERFECT FOR ANY BUSINESS-WORK PROFILE: A Look of Classical an Excellence achiever of Business Meeting, Your Partner in any travels. We served many delighful customer with our post-sales assitance and repetition of countless positive remarks and reviews from company executives, Professional(CA, CS, CWA, Doctors, Lawyers and many more) and college students who are fond of business artifacts.EXPERIENCE LASTABILITY: LV Products are handmade through EXCELLENCE Craftmenship, With Mechanism of Two-way-stitches, nylon lining and Leather-Nylon Straps goes with Classic fittings. Brass/ Alloy Fitting Buckles and Holders are design for make it Durable and give you Lasting Experience.",Leather Villa,
https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A0910309BEHVLPWI1AK6&url=%2FStrabo-Business-Backpack-Resistant-Warranty%2Fdp%2FB09V5F12JW%2Fref%3Dsr_1_33_sspa%3Fkeywords%3Dbags%26qid%3D1653393332%26sr%3D8-33-spons%26psc%3D1%26smid%3DA2RYUDPXWQUWC3&qualifier=1653393332&id=227698143228696&widgetName=sp_atf_next,Strabo Nexa 32 L Laptop Office/School/Travel/Business Backpack Water Resistant /Fits Up to 15.6 Inch Laptop with 1 Year Warranty  ,799,5.0,8,B09V5F12JW,"High Quality, Durable and Water Repellant FabricMesh pockets on both sides to accommodate your water bottle and umbrellaFront storage pocket keeps smaller items neatly organized and easy to accessEasy To Access Side Pocket,Top Grab HandleTwo spacious compartments with padded protective pouch for a 15 inch Laptop + Organizer",Strabo,"Strabo Nexa is a classy Backpack, ergonomically designed for all ages, genders and purposes which houses everything in two large compartments & one exterior pocket.This backpack is especially designed for today's fast paced world,where everything should be compact and lightweight. This backpack is perfect for everyday usage such as college, school, tuitions, or short holiday trips."
https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A03421732WJ06TKBSJY53&url=%2FSwiss-Military-Black-Laptop-LBP40%2Fdp%2FB074J6ZW25%2Fref%3Dsr_1_34_sspa%3Fkeywords%3Dbags%26qid%3D1653393332%26sr%3D8-34-spons%26psc%3D1%26smid%3DA3JA2JVB1Z1RQ&qualifier=1653393332&id=227698143228696&widgetName=sp_atf_next,Swiss Military Grey and Black Laptop Bag (LBP40) with Combo Pack Option Swiss Military  ,1432,3.8,154,B074J6ZW25,"Tear resistant & durable 1000 double D Polyester usedSeparate compartment to keep files & folders etcPadded Adjustable shoulder straps & Quick access pocketPadded compartment to keep up to 15.6"" wide screen laptop; 25L stroage capacity and Water bottle pocketStyle Name: Traditional Backpacks; Special Features: Back Padding; Closure Type: Zipper; Pattern Name: Solid; Age Range Description: Adult",Swiss Military,"SWISS MILITARY PRESENTS:- Grey and Black Laptop Backpack | Separate Compartment to Keep Files & Folders | Padded Adjustable Shoulder Straps & Quick Access PocketsEASY ACCESS POINTSkip the struggle of accessing your immediate essentials with the quick access point. Easy access to wallets, keys, and anything else you need on the go.EVA IS BACK FOR EXTRA COMFORTEVA Back For extra comfort with airflow system. Ultra-premium laptop backpack with EVA foam is hardback for sweat-resistant all-day wearing comfort.PADDED COMPARTMENTPadded compartment with an elastic band to keep up to widescreen 15.6” laptop & iPad.CARRYING HANDLECarry heavy things without worrying about the breakage of carrying a handle, with attached top-quality rubber case over the handle to keep your hands unharmed.EASY ACCESS POCKETThe right shoulder straps come with an easy-to-access pocket for your small accessories."
https://www.amazon.in//Half-Moon-Backpack-Luggage-Compartment/dp/B09VCLZ3K4/ref=sr_1_35?keywords=bags&qid=1653393332&sr=8-35,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover  ,719,4.0,155,B09VCLZ3K4,"SPACIOUS AND LIGHTWEIGHT: Light weight and spacious laptop backpack with 3 compartments. One compartment is for carrying laptop inside (Upto 17 inches), with padding for safety, and space for laptop accessories like charger, etc. Second large compartment for books, files and all your day to day essentials. And third compartment is for your extra stuff. It has provision for holding bottles on both sides and has padded shoulder straps for your comfortCOMFORT WITH QUALITY: This Backpack has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Bartacks on every pressure point for extra durability. Made with strong yet light weight polyester fabric with heavy zippers. It also comes with a Rain cover so that you can travel during rainy season without any problem. This backpack be used by everyone be it menं , womenं , boys , girls.SMART & TRENDY LOOKS: This Large rucksack bag is smart, trendy and stylish in looks. The multipurpose rucksack bacpack looks smart, athletic and venturesome and the blend of grey and red makes it appear exquisite. Your hiking trips, mountaineering experience cannot get completed without this amazing trekking backpack.ENDURING & LONG LASTING: This trekking backpack bag is made up of highly durable material, which makes it suitable for all weather conditions including heavy rains and extreme scorching heat. It will not only keep the inside stuff safe but will also resist damage to itself.OTHER FEATURES: Rain Cover, 17 inch Laptop compartment, Internal Organiser(Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc",Amazing Bags,"This backpack is lightweight water-resistant, capacity of approx 37 Ltr, has a soft and ventilated back panel, and is perfect for carrying all your necessities. Adjustable and breathable padded shoulder strap to meet different requirements for both men and women; made from highly rip and water-resistant polyester fabric, provide strengthen and long-lasting performance; roomy enough for your traveling requirements also having a Rain cover."
https://www.amazon.in//Gear-Black-Laptop-Backpack-LBPASPIRE0104/dp/B075MK4TXP/ref=sr_1_36?keywords=bags&qid=1653393332&sr=8-36,Gear 30 Ltrs Black Laptop Backpack (LBPASPIRE0104)  ,1295,4.4,3156,B075MK4TXP,"Outer Material: Polyester, Color: BlackWater Resistance: Water resistantCapacity: 30 liters; Dimensions: 50 cms x 34 cms x 18 cms (LxWxH); Number of compartments: 2Laptop Compatibility: Yes, Laptop Size: 17, Strap Type: Adjustable,Closure Type: Zipper; Pocket Description: Utility Pocket; Special Features: Laptop Compartment; Age Range Description: Adult; Style Name: Traditional Backpacks",Gear Merchandise PVT LTD,Two main compartments. Two additional front pocket and two bottle pocket. Padded cushion back panel and easily adjustable padded shoulder straps with anti sweat fabric underneath. Grab handle and padded laptop sleeve with elastic tape.
https://www.amazon.in//DIVING-DEEP-Backpack-Polyester-Bag/dp/B08F7YYZTJ/ref=sr_1_37?keywords=bags&qid=1653393332&sr=8-37,DIVING DEEP Women Backpack Latest School Bag for Girls (Black)  ,349,3.3,821,B08F7YYZTJ,,,
https://www.amazon.in//Waterproof-Backpack-Travelling-Students-Lightweight/dp/B08SDR1R36/ref=sr_1_38?keywords=bags&qid=1653393332&sr=8-38,Blue Tree 32L Durable Waterproof Laptop Backpack/Travelling Backpack for Men & Women School and College Students Lightweight Bag in 18 inches  ,489,4.1,42,B08SDR1R36,,,
https://www.amazon.in//Genie-Iridescence-Multicolor-Backpack-Resistant/dp/B084VQLJL8/ref=sr_1_39?keywords=bags&qid=1653393332&sr=8-39,"Genie Iridescence 27 Litres Multicolor School Backpack (17 inch, Water resistant)  ",838,4.3,792,B084VQLJL8,"Outer Material: Nylon, Color: Multi-ColorWater resistant, Warranty type: Manufacturer; 1 year manufacturer warranty is non-transferable and valid for 1 year from the original date of purchaseCapacity: 27 liters; Weight: 440 grams; Dimensions: 12 inches x 8 inches x 17 inches (LxWxH), Laptop Compatibility: NoNumber of compartments: 3 Spacious compartment to keep your essentials like textbooks, stationary, lunchbox etc. It can accommodate upto 12-14 notebook/textbookOne Side Pocket: The backpack provides 1 exterior full fabric side pocket for holding water bottle, clipping pens or pencil or storing other itemsMulti Level Organizer: Reduce clutter and organize your school essentials with the multi-level organizerErgonomic Straps: There is padded back mesh and ergonomic straps that gives extra spine and shoulder support and helps in minimizing the load after carrying the bag through a busy day at campusEASY GRAB PADDED HANDLE for added comfort and convenience to hold the bagOuter Material : Nylon Twill, Colour : Multicolour. The backpack is LIGHT WEIGHT yet strong enough to hold your school supplies. The superior quality NYLON TWILL material lends a beautiful shine and soft feel to the backpack.",Safari,Nothing achieves the classic vintage look more than a checkerboard backpack. Genie iridescence marries that with swirly unicorn colors and prism like effects to make it look futuristic. This backpack is perfect for you if you are unapologetically yourself and aren't afraid to make bold fashion choices.
https://www.amazon.in//ZIPLINE-Polyester-Backpack-Children-Daypack/dp/B07XVMR33Q/ref=sr_1_40?keywords=bags&qid=1653393332&sr=8-40,ZIPLINE Unisex Casual Polyester 36 L Backpack School Bag Women Men Boys Girls Children Daypack College Bag Book School Sports Bag Weekend Bag  ,798,4.1,1807,B07XVMR33Q,,,
https://www.amazon.in//Swiss-Military-Black-Laptop-LBP40/dp/B074J6ZW25/ref=sr_1_41?keywords=bags&qid=1653393332&sr=8-41,Swiss Military Grey and Black Laptop Bag (LBP40) with Combo Pack Option Swiss Military  ,1432,3.8,154,B074J6ZW25,"Tear resistant & durable 1000 double D Polyester usedSeparate compartment to keep files & folders etcPadded Adjustable shoulder straps & Quick access pocketPadded compartment to keep up to 15.6"" wide screen laptop; 25L stroage capacity and Water bottle pocketStyle Name: Traditional Backpacks; Special Features: Back Padding; Closure Type: Zipper; Pattern Name: Solid; Age Range Description: Adult",Swiss Military,"SWISS MILITARY PRESENTS:- Grey and Black Laptop Backpack | Separate Compartment to Keep Files & Folders | Padded Adjustable Shoulder Straps & Quick Access PocketsEASY ACCESS POINTSkip the struggle of accessing your immediate essentials with the quick access point. Easy access to wallets, keys, and anything else you need on the go.EVA IS BACK FOR EXTRA COMFORTEVA Back For extra comfort with airflow system. Ultra-premium laptop backpack with EVA foam is hardback for sweat-resistant all-day wearing comfort.PADDED COMPARTMENTPadded compartment with an elastic band to keep up to widescreen 15.6” laptop & iPad.CARRYING HANDLECarry heavy things without worrying about the breakage of carrying a handle, with attached top-quality rubber case over the handle to keep your hands unharmed.EASY ACCESS POCKETThe right shoulder straps come with an easy-to-access pocket for your small accessories."
https://www.amazon.in//Genie-Ltrs-School-Backpack-CAMELLIA17SBPIN/dp/B07QHMKHWH/ref=sr_1_42?keywords=bags&qid=1653393332&sr=8-42,"Genie Camellia 27 litres Pink School Backpack (17 inch, Water Resistant)  ",804,4.3,878,B07QHMKHWH,"Outer Material : Nylon Twill, Color: Pink.The backpack is LIGHT WEIGHT yet strong enough to hold your school supplies. The superior quality NYLON TWILL material lends a beautiful shine and soft feel to the backpack.Dimensions (LxBxH): 12x8x17 inches, Capacity: 27 Litres, Weight: 440 grams, Water Resistant, Warranty type: Manufacturer; 1 year manufacturer warranty is non-transferable and valid for 1 year from the original date of purchase.Number of Compartments: 3 Spacious compartment to keep your essentials like textbooks, stationary, lunchbox etc. It can accommodate upto 12-14 notebook/textbook. One Side Pocket: The backpack provides 1 exterior full fabric side pocket for holding water bottle, clipping pens or pencil or storing other items. Multi Level Organizer: Reduce clutter and organize your school essentials with the multi-level organizer.Ergonomic Straps: There is padded back mesh and ergonomic straps that gives extra spine and shoulder support and helps in minimizing the load after carrying the bag through a busy day at campus.EASY GRAB PADDED HANDLE for added comfort and convenience to hold the bag.3 Main Compartment, 1 External Pocket, 2 Side Stash Pockets, Back Padded Mesh",Safari,"Give your everyday routine a fresh update with Genie Camellia backpack. With all-over floral print, this backpack will be the style statement as you head off to class and your classmates stare in awe. It is spacious enough to carry all your supplies whilst looking cute."
https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A06186692R9QGE1BYFYTE&url=%2FEUME-Euron-Polyester-Laptop-Backpack%2Fdp%2FB08TQLN72C%2Fref%3Dsr_1_43_sspa%3Fkeywords%3Dbags%26qid%3D1653393332%26sr%3D8-43-spons%26psc%3D1&qualifier=1653393332&id=227698143228696&widgetName=sp_mtf,EUME Euron Polyester 17 LTR Laptop Backpack for Men and Women (Navy Blue) - Yellow Series  ,799,4.0,178,B08TQLN72C,,,
https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A01093681JACYS0FUH2Y&url=%2FLunars-Bingo-Laptop-Resistant-48L%2Fdp%2FB08YZ8FFBZ%2Fref%3Dsr_1_44_sspa%3Fkeywords%3Dbags%26qid%3D1653393332%26smid%3DA3RXEJKPWRVCLY%26sr%3D8-44-spons%26psc%3D1&qualifier=1653393332&id=227698143228696&widgetName=sp_mtf,Lunar's Bingo - 48 L Laptop Office/School/Travel/Business Backpack Water Resistant - Fits Up to 15.6 Inch Laptop Notebook with 1 Year Warranty  ,899,3.9,6089,B08YZ8FFBZ,,,
https://www.amazon.in//gp/bestsellers/luggage/2917442031/ref=sr_bs_12_2917442031_1,DEIN KLEIDER Men's Nylon Messenger Bag  ,281,3.9,2458,B084ZHP97M,,,
https://www.amazon.in//Gear-Classic-Leather-Backpack-LBPCLSLTH0201/dp/B07G4F6XFH/ref=sr_1_46?keywords=bags&qid=1653393332&sr=8-46,Gear Classic Anti Theft Faux Leather 18 inch 48 cms Brown Laptop Backpack (LBPCLSLTH0201)  ,989,4.4,3967,B07G4F6XFH,"Outer material: synthetic, color: brownWaterproofCapacity: 20 liters; Weight: 560 grams; Dimensions: 48 cms x 32 cms x 14 cms (LxWxH)Number of compartments: 2Laptop compatibility: yes, laptop size: 16strap type: adjustableAnti theft waterproof bag with anti sweat fabric on back and shoulder strapsUSB and headphone cable slotExternal bottle pocketConcealed quick access Pockets on back panel ,Adjustable Anti sweat padded Shoulder straps , Padded Laptop sleeve,2 External Pockets, Padded Back Panel Cushioned with Anti Sweat Fabric,Embedded Organizer , USB and Headphone cable slot .",Gear Merchandise PVT LTD,"Gear bags are designed for the quick commute as well for the long journey. these backpacks can be used as laptop bags,adventure bags and so on. Your favorite travel companion, The backpacks come with enough storage space to carry all your requirements."
https://www.amazon.in//Storite-Cross-Travel-Dark-Grey/dp/B07PFF4RYC/ref=sr_1_48?keywords=bags&qid=1653393332&sr=8-48,Storite Stylish Padded Nylon Sling Cross Body Travel Office Business Messenger Bag for Men Women (25x16x7.5cm)  ,425,4.1,6337,B07PFF4RYC,"Messenger Bag Dimensions – Length (Horizontal distance) - 16cm, Height - 25cm, Width - 7.5cm . small capacity but perfectly fits up to 10"" Tablet and you can use it as a business bagMaterial: Sling Bag For Men Made of Nylon Polyester Material with zipper. Its padded storage is resistant to water, dirt and even a slash by sharp objects, so you don’t have to worry about anything.Crossbody bag Structure: A total of 4 pockets (3 zipped pockets, 1 external side pockets without zipper) , adjustable shoulder strap. 6mm heatlon pads inside Sling bag which helps to prevent damage for phones etc.IDEAL APPLICATION: Use this bag as a one side bag ,messenger bag, shoulder bag, suitable for your office, college, outdoor travels, university, meeting, and business for everyday use ( Its a Small Size Bag).Disclaimer: The product in image may appear bigger or smaller than the real product. To analyse the size accurately, kindly read the dimension and check with any scale available to you before placing order.",SaiTech IT Private Limited,"Brand: StoriteProduct Material: Nylon PolyesterProduct Dimension : Length (Horizontal distance) - 16cm , Height - 25cm , Width - 7.5cm. small capacity but perfectly fits up to 10"" Tablet and you can use it as a business bag to put all your small AccessoryProduct Color: BlackProduct Type: Crossbody messenger travelProduct description:-Perfect messenger bag/shoulder bag/crossbody bag/handbag/ hiking or traveling Bag, suitable for office, school, outdoor, business and other occasions. - Freely adjustable shoulder strap, you can adjust it according to your height and comfort requirements.-The stitching on this product is nice and very strong. - It must be the ideal gift for Birthday, Thanksgiving, Christmas, anniversary.-small capacity but perfectly fits up to 10"" Tablet, iPad, Kindle, you can use it as a business bag to put all your small Accessory - It has enough pockets and capacity to organize your basic survival gear, as well as to conveniently carry the stuff you have to access regularly, like iPad, iPhone, iPod- Wash it with clean water in ordinary temperature.- Do Not wash it with hot water and alkaline detergent. - Hang to dry and store in ventilated place instead of sun exposure. - Wash Separately to avoid staining. Warranty: 1 Year Warranty"
https://www.amazon.in//GEAR-Black-Blue-Backpack-years/dp/B019HA8AYG/ref=sr_1_49?keywords=bags&qid=1653393332&sr=8-49,Gear Carryon Backpack Black- Blue (BKPCARYON0110)  ,194,3.7,4056,B019HA8AYG,"Outer Material: Polyester, Color: Black and Yellow.Ideal for 3-5 year old children.Wear Resistant: Wear resistant, Stain resistant, Water Resistance: Water resistant; Dimensions: 49 cms x 33 cms x 10 cms (LxWxH)Number of compartments: 1; Compatible Laptop Size : 15.4Warranty Type: Manufacturer; 1 Year from the date of purchasePocket Description: Utility Pocket; Color Name: Black And Blue; Age Range Description: Adult; Closure Type: Zipper",Gear Merchandise PVT LTD,"Intuitively crafted at the Gear design studio to balance comfort, style, endurance and functionality."
https://www.amazon.in//POLESTAR-Navyorg-Casual-bagpack-Backpack/dp/B0844R2GMK/ref=sr_1_50?keywords=bags&qid=1653393332&sr=8-50,"Polestar Space 34 Liters Casual/ Office/ Travel/ School Backpack Bag, made of Polyester, 1 year warranty  ",599,4.0,4514,B0844R2GMK,"✅DIMENSIONS: 30 Cm x 23 Cm x 47 Cm, CAPACITY: 34 Litres✅NUMBER OF COMPARTMENTS: 3 full size compartments, 1 front zippers & 2 side pockets, LAPTOP COMPARTMENT: Padded laptop compartment with elasticated strap lock, LAPTOP SIZE: 13 to 15.6 inches✅MATERIAL: Polyester, Water Resistant, COLOR: Navy Blue & Orange✅SPECIAL FEATURES: Ergonomic design, lightweight, padded breathable mesh back with adjustable S-Curved shoulder straps which protects the backbone and help to relieve stress on shoulders, smooth & durable zippers, padded haul loop, 2 bottle/ umbrella easy access pockets, 1 front tiffin pocket, rain cover in the side pocket✅CONSUMER: Suitable for men, women, students, boys & girls, can be used as school, college, office or day travelling backpacks, WARRANTY: 12 Months, Make in India product",POLESTAR,"POLESTAR SPACE : A Spacious and durable laptop backpack for school /college and travel. Easily accommodate 15.6 inch laptop. Size: 47 cm X 30 cm X 23 cm: SPACE is made of high grade water resistant polyester material that gives it strength and durable for long-term use. Is carries 12 months warranty. This “MAKE IN INDIA” Product features 3 large zippered compartments, 1 vertical highlighted long zip pocket at front, 2 water bottle /umbrella pockets, Top padded Handle for comfort."
https://www.amazon.in//Harissons-Nemesis-Office-Laptop-Backpacks/dp/B09D3Y15FH/ref=sr_1_51?keywords=bags&qid=1653393332&sr=8-51,Harissons Bags Nemesis 15.6 inch Office Laptop Backpacks for Men and Women  ,1164,4.0,60,B09D3Y15FH,,,
https://www.amazon.in//Backpack-Fashion-Computer-Business-Black-BlueZip/dp/B08R7J19R8/ref=sr_1_52?keywords=bags&qid=1653393332&sr=8-52,Wooum 15.6 inch Laptop Bag Backpack Fashion Rucksack Casual Student School Bag Computer Bag College Bag Office Bag Business Bag Unisex Travel Backpack  ,426,4.0,1152,B08R7J19R8,"15.6 Laptop backpack comes with One main Compartment , One Front Compartment for accessories such as a Lunch box, Charger, Tablet, Books, Power Bank, Wallet, and Sunglass.Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day use. Features Water bottle holder, water resistant, zippered front pocket, reflective elements, foam padded laptop compartment; Compact and Easy to Carry: Being lightweight, this bag can be comfortably carried with the handleThe padded interior helps protect notebooks and important items. Quick access zippered front pocket for added storage. A quilted back panel make it comfortable for all-day use. Yet lightweight protective cushioning to ensure your laptop will remain safe from drops, bumps, dents, scratches and spills, like the car airbagBag is perfect to carry laptops notebook up to 15.6 inch include 2019 New MacBook Pro 16 , MacBook Pro (Retina) 15, and other 14-15.6 inch Dell XPS / HP; Style Name: Rucksack",wooum,"Wooum 15.6"" Casual Laptop Backpack Shoulder Bag, Office Bag, College Backpack Computer Bag high School Student Business Bag"
https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A09017841YW5HI6F6YZBD&url=%2FUrban-Tribe-Laptop-Backpack-Accelerator%2Fdp%2FB01M6WLGH0%2Fref%3Dsr_1_53_sspa%3Fkeywords%3Dbags%26qid%3D1653393332%26sr%3D8-53-spons%26psc%3D1&qualifier=1653393332&id=227698143228696&widgetName=sp_btf,"Urban Tribe Accelerator 30L Laptop Backpack with 15.6"" compartment for Office/Business/Travel/College, Casual Bag for Men and Women, Black  ",1534,4.1,347,B01M6WLGH0,,,
https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A01093681JACYS0FUH2Y&url=%2FLunars-Bingo-Laptop-Resistant-48L%2Fdp%2FB08YZ8FFBZ%2Fref%3Dsr_1_49_sspa%3Fkeywords%3Dbags%26qid%3D1653393335%26smid%3DA3RXEJKPWRVCLY%26sr%3D8-49-spons%26psc%3D1&qualifier=1653393335&id=4854606793626077&widgetName=sp_atf_next,Lunar's Bingo - 48 L Laptop Office/School/Travel/Business Backpack Water Resistant - Fits Up to 15.6 Inch Laptop Notebook with 1 Year Warranty  ,899,3.9,6089,B08YZ8FFBZ,,,
https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A05700161QOP8RM3RQ0OF&url=%2FLeather-Villa-Laptop-Backpack-Color%2Fdp%2FB093LXR7TG%2Fref%3Dsr_1_50_sspa%3Fkeywords%3Dbags%26qid%3D1653393335%26sr%3D8-50-spons%26psc%3D1&qualifier=1653393335&id=4854606793626077&widgetName=sp_atf_next,Leather Villa Leather Laptop Backpack Bag for Men Color (Croc Brown)  ,3999,4.8,25,B093LXR7TG,"-100% GENUINE LEATHER: LV Casual Backpack is made of leather which looks even better with age | It is perfect for any Business profile and give us a classic look. It contains 3 main Compartment and 4 inner pockets for storage of documents, 3 pen holder pockets, Dual pockets for storage of your mobile and calculator and a separate visiting or credit card pocket that can hold multiple cards | Includes a full organizer and a file pocket Easy to find what you want.-SIZE (HxLxW): approximately 18x12x6 inch (perfect for documents, laptop / notebook/ iPad) Compatible Laptop Size: Up to 15.6"" InchesInner Mesh Pockets For Mobile/Pen/Calculator/Laptop Sleeve & Carry Case/Credit & Visa Card Case etc.PERFECT FOR ANY BUSINESS-WORK PROFILE: A Look of Classical an Excellence achiever of Business Meeting, Your Partner in any travels. We served many delighful customer with our post-sales assitance and repetition of countless positive remarks and reviews from company executives, Professional(CA, CS, CWA, Doctors, Lawyers and many more) and college students who are fond of business artifacts.EXPERIENCE LASTABILITY: LV Products are handmade through EXCELLENCE Craftmenship, With Mechanism of Two-way-stitches, nylon lining and Leather-Nylon Straps goes with Classic fittings. Brass/ Alloy Fitting Buckles and Holders are design for make it Durable and give you Lasting Experience.",Leather Villa,
